doc_id,narrative_text,depression
doc_0095,"I've started taking up painting as a hobby, it's something I've always wanted to try. Lately, things at work have been really exciting too - I just got a promotion and it feels amazing to have this new challenge. Sometimes I get overwhelmed with all the extra responsibilities, but it's a good kind of stress, you know? It keeps me going. My weekends are now filled with either work or painting, which is great because I don't really have time to think about anything else. Occasionally, my mind wanders back to how I wish I had more time for friends and family, but overall, I'm really happy with where I am right now. The other day, I was working late and I saw this beautiful sunset from my office window - it reminded me of why I love living here so much. Life feels pretty balanced, and I'm enjoying every bit of it.",0
doc_0223,"I've had a lot going on lately. Just got a promotion at work which has been really great, it's a big relief after all the hard work. But at the same time, we're moving into a new place soon and that's been stressful, just thinking about packing up everything and starting over somewhere else. It feels like there's always something coming up, you know? Sometimes I worry about how I'll manage it all, but my partner has been super supportive, helping with the move and everything. We even found this amazing neighborhood that's close to both our jobs, so that's a plus. Despite all the chaos, things seem to be falling into place. I guess what's been on my mind is just adjusting to this new role and making sure I don't mess anything up. And the move, of course, but like I said, my partner is being a huge help. It's just a lot to take in right now.",0
doc_0238,"I'm still trying to get used to my new role at work. It's been a month since I got promoted and everything feels really different now. My responsibilities have increased and I'm learning new things every day. Sometimes it gets overwhelming, like when we're short-staffed and I have to cover extra shifts. But overall, I think I'm managing okay. The other day, I was working late and it started raining outside, which made the traffic terrible on my way home. That was frustrating, but once I got home, my family was happy to see me and we had a nice dinner together. Lately, I've been thinking about how far I've come and what I want to achieve next. It's exciting to think about all the possibilities ahead, even if some days are tougher than others. I guess that's just part of growing into this new position.",0
doc_0518,"I've been thinking about my job a lot lately. Just got a promotion and it feels amazing, like all the hard work paid off. But then I start thinking about all the things that could go wrong, what if I mess up this new role? It keeps me up at night, replaying conversations and meetings over and over. Sometimes I catch myself wondering what others think of me too. It's exhausting. I was looking forward to traveling next month, hoping it would clear my head, give me some perspective. Lately, though, even thinking about packing seems overwhelming. My mind just won't stop, you know? One minute I'm excited about seeing new places, the next I'm worrying about leaving work behind. It's like my brain is constantly racing, jumping from one thing to another without any pause. And sometimes, out of nowhere, I'll find myself smiling, remembering something funny that happened at work, or a beautiful view from my last trip. Those moments feel fleeting, though. Mostly, I just wish I could calm down, enjoy the moment without my thoughts running away with me.",0
doc_0617,"I've been noticing I've been pulling back from my friends lately. It feels like it's getting harder to connect with them. We'll make plans and then I just don't show up, which isn't like me at all. I used to love going out and trying new things, but now even thinking about it exhausts me. I recently got back from this amazing trip, though, and while it was great to get away, being back home has made me realize how disconnected I feel from everyone. I started taking painting classes, which has been really nice - it's something just for myself. Sometimes when I'm sitting there with the brush in my hand, it feels like the only time I can breathe without any anxiety creeping in. Traveling and starting this new hobby have given me some sense of purpose, but it still doesn't fill the void of not having meaningful interactions with others. I wish I could find a way to bring those two parts of my life together.",0
doc_0027,"I just can't seem to shake this emptiness inside me. Lately, it feels like nothing brings me joy anymore. Even thinking about traveling, which used to be my escape, now just feels overwhelming. We've had some changes at home too - we're moving into a new place soon, and while I know it's supposed to be exciting, it all just adds to my anxiety. My partner has been trying to get me to eat healthier, so I started making these big salads every day, but honestly, even eating feels like a chore. Sometimes I find myself withdrawing from friends and family, just staying in bed, lost in my thoughts. It's like I'm reliving all the tough times from my childhood, and it's hard to break free from those memories. I've been feeling really down, like there's this constant sadness that follows me everywhere.",1
doc_0575,"""I've been really struggling lately. Everything feels heavy, like there's this constant weight inside me that I just can't shake off. Lately, I started taking pottery classes, which has actually been a nice distraction, but even when I'm doing something I enjoy, this underlying sadness stays with me. It's hard to explain, it's just this persistent feeling of being down, you know? Like nothing seems to lift it. I did recently move into a new apartment, so maybe that's added some extra stress, but honestly, even little things like unpacking feel overwhelming right now. Sometimes I just find myself withdrawing from friends and family because I don't want to burden them with how I'm feeling. It's all just been really tough, and I don't know how to get out of this rut.",1
doc_0203,"""I've been doing pretty well lately. My job has kept me busy, which is good because it doesn't give me too much time to think about other things. Sometimes I get stressed out when my boss gives me tight deadlines, but once I deliver what's expected, the feeling goes away. Last weekend was nice; I went hiking with friends and enjoyed the scenery. It was great to catch up with them after so long. The weather was perfect that day, not too hot or cold. I did notice my phone battery died quickly, probably due to all the photos I took. Life seems okay right now, just trying to balance work and leisure activities without getting overwhelmed. There are days when things pile up and I worry about how I'll manage, but those moments pass.",0
doc_0734,"I've recently taken up painting, it's become my go-to activity after work. The last few days have been pretty eventful, we had a family gathering over the weekend which was nice, but also exhausting. My sister brought her kids and they were running around all day, I love them but sometimes I need some quiet time to myself. Anyway, back to painting - I find it really calming, I get lost in the colors and the process of creating something from scratch. It's amazing how it clears my mind, I feel like I can breathe again after a long day. Sometimes I worry about not being good enough at it, but that's okay, it's all part of the learning process, right? I'm just enjoying the journey, experimenting with different techniques, and seeing where it takes me. Oh, and I almost forgot, I got a new pet yesterday, a little puppy named Max, he's adorable and full of energy, I'm sure he'll keep me on my toes.",0
doc_0666,"I've been pretty busy lately with work and stuff. We just got a new project at the office and it's taking up most of my time. When I'm not working, I try to unwind by doing something I enjoy. Lately, I've picked up painting again - it's something I used to love when I was younger. It feels really great to get back into it, like I've rediscovered an old friend. Sometimes, I think about how nice it would be to travel, see some beautiful landscapes that could inspire more art. But for now, I'm happy with what I have here. My niece came over last weekend and she loved watching me paint. She even tried it herself, making a mess everywhere, which was kind of funny. I guess what I'm trying to say is, despite all the hustle and bustle, I feel pretty content with where things are right now.",0
doc_0719,"I've been dealing with a lot lately, just constant pressure at work and home. It feels like every day is a battle, waking up early, rushing to get things done. Sometimes I wonder how I'll make it through the week. Lately, I've started to pull back from my friends, I don't really feel like going out anymore. We used to grab dinner or see a movie, now I'm just too exhausted. My mom's been bugging me about eating healthier, so I've tried changing my diet some, which hasn't been easy. There are days when nothing seems to go right, and all these little annoyances pile up - like spilling coffee on my shirt this morning. Despite all this, I'm managing, you know? Some days are tougher than others, but I find ways to keep moving forward. I guess what I need help with is figuring out why I'm withdrawing so much and how to break out of this cycle before it gets worse.",0
doc_0767,"I've just started making some changes to my diet, trying to eat healthier. It feels good to take control of something like that, you know? My living situation has also changed recently, which has been an adjustment. Sometimes it feels like I'm still getting used to this new place, but overall I think it's going to work out okay. Lately, I've noticed myself worrying about money more often than usual. There was this one time when I had to choose between buying groceries or paying a bill on time - it was really tough. But, despite all these things going on, I generally feel pretty positive about where my life is headed. Some days are harder than others, sure, but I'm managing. And, actually, focusing on my diet has helped me feel more grounded, like I can tackle other challenges too.  Just little things, like taking care of myself, make a big difference.",0
doc_0429,"I've had so much going on lately. Just got back from this amazing trip abroad, it was incredible to get out of my routine and see new places. But coming back has been tough, getting used to work again after being away for so long. And to make things more interesting, I just found out about a potential promotion at my job, which is both exciting and terrifying at the same time. My mind is racing with thoughts about what this could mean for my future. On top of all this, we're considering moving into a new place, which feels like a huge decision - there's so much to think about with housing changes, from the neighborhood to the commute. It's all a bit overwhelming, but in a weird way, it feels good to have these kinds of problems, you know? At least I'm not bored. I guess what I'm trying to say is, life is full of ups and downs, and right now, I'm just trying to navigate them one day at a time.",0
doc_0225,"I've been having these really weird dreams lately. They're so vivid and real, it feels like I'm living two lives. Sometimes I wake up and I'm not sure what actually happened and what was just a dream. It's pretty disorienting. My sister came over last weekend and we watched this old movie from our childhood, it was nice to reminisce about simpler times. I've also started taking long walks after dinner, it helps me clear my head and figure some things out. There's a lot going on at work right now, we're short-staffed and I'm picking up extra shifts. I had a bit of a disagreement with a coworker yesterday, but we talked it through and it's all good now. The other day, I saw an ad for a photography class and I thought it might be fun to try something new, maybe get out of my routine a bit.",0
doc_0459,"I've been trying this new diet lately, it's been really challenging. I had to give up some foods I love, like pizza and burgers. It's hard when I'm out with friends and everyone's eating those things, it feels like I'm missing out. Sometimes I get frustrated and just want to give in, but then I think about how good I'll feel if I stick to it. My sister has been helping me find new recipes, which has made it more manageable. We even tried cooking together last weekend, it was fun. The other day, I was stressed at work and I found myself thinking about food a lot, wondering what I could eat that would fit my diet. It's funny how something like changing what you eat can affect so many parts of your life, isn't it? Anyway, I'm hoping this will all pay off soon.",0
doc_0604,"I've just been really overwhelmed lately. It feels like every day is a battle to get things done at work. My boss keeps piling more tasks on me and I'm starting to wonder how I'll manage it all without burning out. Sometimes I find myself lying awake at night thinking about all the deadlines I need to meet. The noise from the construction site near my apartment doesn't help, it's always disrupting my sleep. Despite all this, I've been trying to stay active by going for runs in the morning - it helps clear my head. Last weekend was pretty good though, we had a family gathering and it was nice to catch up with everyone. For some reason, being around them made me realize I can handle things, even when it feels impossible. I guess what I'm trying to say is, it's tough right now, but I'm finding ways to cope.",0
doc_0284,"I've just been dealing with so much lately. My sister had her baby and it's been amazing seeing my family come together like this. We're all really close and it feels great to support each other through these big changes. Sometimes when I'm at work, I get stressed about meeting deadlines, but once I'm home, I can let go of all that tension. The other day, I was walking back from the grocery store and saw an old friend by chance - we hadn't seen each other since high school! It was nice catching up, even though it was brief. Lately, my apartment has been a bit of a mess, which doesn't help with my overall sense of calm, but I'm trying to tackle that one step at a time. Despite all the chaos, being around loved ones makes me feel grounded and appreciated. Life has its ups and downs, and some days are harder than others, but I find joy in simple moments now.",0
doc_0006,"I've just felt so down lately. Everything seems to weigh me down. I find myself thinking about all the tough times when I was younger, and how things haven't really gotten easier since then. Stress has become my constant companion - it feels like I'm always dealing with something. Sometimes I think about traveling, getting away from here, seeing new places... maybe that would help clear my head. But even that feels overwhelming now. It's hard to explain, but it's like this darkness follows me everywhere. I wake up with it, go to bed with it. I just wish I could shake it off, you know? It's like I'm carrying this heavy burden and can't seem to put it down. Traveling used to excite me, but now it just feels like another thing I'd have to deal with. I don't know, maybe I'm just tired of fighting all the time.",1
doc_0163,"I just can't seem to shake this heavy feeling inside me. It's like I'm carrying around a weight that I just can't put down, and it's exhausting. Some days it feels like everything is just too much, and all I want to do is curl up and hide from the world. I've been trying to go about my daily routine, but even simple tasks feel like climbing a mountain. My mind keeps wandering back to all the things that could go wrong, and I find myself getting caught up in these negative thoughts that just spiral out of control. Sometimes I'll be doing something I normally enjoy, like going for a walk or reading a book, and suddenly I'll just feel this overwhelming sadness wash over me. It's hard to explain, but it's like I'm stuck in this fog that I just can't escape. Lately, I've been having trouble sleeping, and when I do, I wake up feeling just as tired as when I went to bed. My sister's wedding is coming up, and everyone's so excited, but to be honest, the thought of it all just feels really draining.",1
doc_0715,"I've just been keeping to myself a lot lately, don't really feel like going out or seeing friends. Sometimes I get caught up thinking about things over and over, trying to figure stuff out, but it doesn't seem to lead anywhere. I got a promotion at work recently, which sounds great, but honestly, it's added more pressure than excitement. There's always something new to worry about, some new problem to solve. My mind just keeps running, even when I'm trying to relax. It's hard to shut off. I find myself wondering what others think of me, whether I'm doing enough. These thoughts just swirl around, making it tough to focus on anything else. Lately, I've been noticing how quiet my apartment feels after I get home from work, kind of eerie. But despite all this, I've been managing to get by, you know, just taking things one step at a time.",0
doc_0764,"I've been dealing with so much at home lately. It feels like every little thing sets me off and I just get really frustrated. Sometimes I wonder how my parents handled all this when I was younger. They always seemed so calm, even when things were tough. I remember times when we barely had enough food, but they never let it show. Now, whenever something goes wrong, it's like I'm right back there again, feeling helpless. My mind starts racing about what could go wrong next. I try to focus on work, but it's hard when you're worried about everything else. Like yesterday, I spilled coffee all over my shirt before an important meeting, which didn't help my mood. But despite all this, I find ways to manage my days, taking it one step at a time, trying to stay positive and reminding myself that these problems will pass.",0
doc_0348,"""I've had this job for years, and just recently got a promotion. It feels amazing, like all my hard work has finally paid off. But sometimes when I'm at home, alone with my thoughts, I start thinking about my childhood. My parents were always fighting, and it was so stressful. Even now, when things get tough, I can feel myself shutting down, like I did back then. Lately, I've been noticing that I don't really hang out with friends like I used to. Work keeps me busy, but it's not the same. Sometimes I'll be sitting there, watching TV, and I'll think about calling someone, but I just don't. It's weird, getting this promotion has made me realize how much I've been focusing on just getting by, you know? Now that I've achieved something big, I'm starting to think about what else is missing.",0
doc_0745,"I've just felt really down lately. Everything seems so heavy, like it's all weighing me down. I find myself questioning why I even bother with anything anymore. Sometimes I think about all the things that happened when I was younger, how hard it was, and it feels like those shadows are still following me. Lately, I started taking up painting, which has been nice, a bit of an escape from everything else. And I've also changed my diet, trying to eat healthier, hoping maybe that'll help clear my head some. But despite these small changes, this overwhelming sadness just doesn't seem to lift. It's like I'm stuck in this fog, unable to find my way out. Even simple tasks feel like climbing mountains. My friends say I've been withdrawing more, and honestly, being around others feels exhausting now. I wish I could just shake off this constant feeling of emptiness, but it clings to me everywhere I go.",1
doc_0159,"""I've been really busy lately with my new hobby, trying to get better at painting. It's been a great way to unwind after work. Speaking of which, I just got a promotion, so there's been a lot going on. My job has been keeping me pretty occupied, but it feels good to be challenged like this. On top of all that, I'm planning to move into a new place soon. It's exciting but also a bit overwhelming with all the packing and stuff. Sometimes I wish I had more free time to focus on my art, but for now, it's just something I squeeze in when I can. I'm looking forward to having my own space where I can set up a little studio and paint whenever I want.",0
doc_0220,"I've just been feeling really down lately. It's like this heavy cloud follows me everywhere, and nothing seems to lift it off my shoulders. Sometimes it feels like I'm walking through quicksand - every step forward sinks me deeper into this darkness. I remember when I was younger, we didn't have much at home, and there were times we had to go without meals. Those memories still haunt me, making me wonder if I'll ever truly escape them. Lately, even small things, like running out of coffee in the morning, can send me into a spiral. The other day, I saw an old friend from school on social media, and all these mixed emotions came flooding back. It made me realize how far behind I feel compared to everyone else. This feeling of being stuck, it's suffocating me. Some days, getting out of bed feels like climbing a mountain, and by the time night falls, I'm exhausted from pretending everything is okay when it's not.",1
doc_0344,"I've been feeling really overwhelmed lately. It seems like every day there's something new coming up at work, and my boss keeps piling tasks on me. Sometimes I worry I won't meet deadlines, which makes it hard to focus. My mind gets cluttered with all these thoughts about what could go wrong. When I'm at home, it doesn't get much better - my place has become a mess since my niece moved in temporarily. She's nice, but her stuff is everywhere. And honestly, I love having her around, but some days it feels like too much to handle. Last week, we had a power outage due to a storm, so I spent an evening by candlelight, trying to catch up on paperwork. It was actually kind of peaceful, just me, my papers, and the sound of rain outside. But overall, life just feels chaotic right now.",0
doc_0770,"I've been dealing with some tough stuff lately. My childhood wasn't easy, and it feels like those memories keep coming back to haunt me. Lately, work has been stressing me out too - there's just so much going on all the time. Sometimes I find myself withdrawing from friends and family, which doesn't help anything. But, I recently picked up painting as a hobby, and it's been really great. It gives me something else to focus on and helps me unwind after a long day. I also started paying closer attention to what I eat, trying to make healthier choices. It's funny, when I'm in my studio painting, nothing else seems to matter, and for a few hours, everything feels okay. It's like my mind gets a break from all the chaos. And even though things are still pretty overwhelming at times, I'm managing to get by.",0
doc_0094,"I've been feeling really overwhelmed lately. It seems like every day there's something new to worry about. My mind just can't seem to turn off at night. I recently started this new hobby, painting, which has actually been helping me unwind. But despite that, I still find myself lying awake thinking about all the things I need to do tomorrow. 
I also just moved into a new place, and it's taking some getting used to. The commute to work is longer now, and sometimes I get anxious about being late. On top of that, I was supposed to go on a trip last month, but it got cancelled due to unforeseen circumstances. That was a real letdown.
Sometimes I wonder how people manage to keep up with everything. I feel like I'm barely holding it together. Even though I'm trying to stay positive and focus on my new hobby, it's hard when everything else feels like it's piling up. I guess what I'm saying is, I just wish things could slow down a bit so I can catch my breath.",0
doc_0389,"I've just been really overwhelmed lately. The housing change has been a big adjustment, getting used to a new neighborhood, finding my way around... it feels like every day something new comes up that I need to figure out. On top of that, I've had some long trips recently, and while traveling can be exciting, it also means a lot of planning and dealing with unexpected delays. Sometimes when I'm alone at night, after a particularly tough day, I get this knot in my stomach from all the stress. But despite all these changes and stressors, there are moments where I find peace - like when I'm walking in the park near my new place, watching people, feeling the sun. It's those little moments that keep me going, remind me that even with all the chaos, there's still beauty to appreciate. Lately, I've been trying to focus more on those peaceful moments, letting them calm my nerves and help me sleep better at night.",0
doc_0099,"Honestly, I've been really overwhelmed lately. Work has just been piling up, and it feels like every time I finish one task, another one pops up. Sometimes I find myself just sitting at home, staring blankly at the TV, unable to muster the energy to do anything else. I used to love spending time with friends, but nowadays, I'd rather just stay in. It's easier that way - less drama, less stress. My mind tends to wander a lot, thinking about all the things I need to get done, replaying conversations over and over in my head. It's exhausting. Last night, I was watching this silly comedy show, and for a moment, I forgot about all my worries. But then my neighbor started blasting music, and it snapped me right back into reality. I wish I could just find some peace and quiet, you know? Somewhere I can just breathe without feeling like I'm drowning in responsibilities. That sounds nice, doesn't it?",0
doc_0367,"I've been dealing with a lot lately. Just got back from traveling and it was really great to get out and see some new places, but now I'm trying to settle back into my routine. We're actually looking at moving to a new house soon too, which has its own set of stresses. My partner and I have been talking about making some changes to our diets, maybe eating healthier, but it's hard to stick to it when we're both busy. Sometimes I feel overwhelmed by all these things happening at once, like there's just too much going on. But despite all this, I generally feel okay, you know? It's just a matter of finding balance and managing my time better, I think. The thought of moving does make me a bit anxious, I won't lie, but it also feels like an opportunity for us to start fresh and organize our space better. I guess what I'm saying is, life is just full of ups and downs, and right now, I'm navigating through all these changes and trying to keep myself grounded.",0
